city,date,PM2.5,PM10,AQI,AQI_Bucket
Ahmedabad,01-01-15,,,,
Ahmedabad,02-01-15,,,,
Ahmedabad,03-01-15,,,,
Ahmedabad,04-01-15,,,,
Ahmedabad,05-01-15,,,,
Ahmedabad,06-01-15,,,,
Ahmedabad,07-01-15,,,,
Ahmedabad,08-01-15,,,,
Ahmedabad,09-01-15,,,,
Ahmedabad,10-01-15,,,,
Ahmedabad,11-01-15,,,,
Ahmedabad,12-01-15,,,,
Ahmedabad,13-01-15,,,,
Ahmedabad,14-01-15,,,,
Ahmedabad,15-01-15,,,,
Ahmedabad,16-01-15,,,,
Ahmedabad,17-01-15,,,,
Ahmedabad,18-01-15,,,,
Ahmedabad,19-01-15,,,,
Ahmedabad,20-01-15,,,,
Ahmedabad,21-01-15,,,,
Ahmedabad,22-01-15,,,,
Ahmedabad,23-01-15,,,,
Ahmedabad,24-01-15,,,,
Ahmedabad,25-01-15,,,,
Ahmedabad,26-01-15,,,,
Ahmedabad,27-01-15,,,,
Ahmedabad,28-01-15,73.24,,,
Ahmedabad,29-01-15,83.13,,209,Poor
Ahmedabad,30-01-15,79.84,,328,Very Poor
Ahmedabad,31-01-15,94.52,,514,Severe
Ahmedabad,01-02-15,135.99,,782,Severe
Ahmedabad,02-02-15,178.33,,914,Severe
Ahmedabad,03-02-15,139.7,,660,Severe
Ahmedabad,04-02-15,80.65,,294,Poor
Ahmedabad,05-02-15,58.36,,149,Moderate
Ahmedabad,06-02-15,79.29,,190,Moderate
Ahmedabad,07-02-15,88.7,,247,Poor
Ahmedabad,08-02-15,74.28,,379,Very Poor
Ahmedabad,09-02-15,113.93,,341,Very Poor
Ahmedabad,10-02-15,105.39,,256,Poor
Ahmedabad,11-02-15,66.52,,388,Very Poor
Ahmedabad,12-02-15,65.04,,288,Poor
Ahmedabad,13-02-15,103.36,,510,Severe
Ahmedabad,14-02-15,177.33,,761,Severe
Ahmedabad,15-02-15,113.25,,475,Severe
Ahmedabad,16-02-15,99.7,,536,Severe
Ahmedabad,17-02-15,80.61,,479,Severe
Ahmedabad,18-02-15,100.79,,592,Severe
Ahmedabad,19-02-15,107.99,,427,Severe
Ahmedabad,20-02-15,140.29,,588,Severe
Ahmedabad,21-02-15,239.96,,1141,Severe
Ahmedabad,22-02-15,142.96,,669,Severe
Ahmedabad,23-02-15,238.41,,1247,Severe
Ahmedabad,24-02-15,118.72,,411,Severe
Ahmedabad,25-02-15,52.99,,292,Poor
Ahmedabad,26-02-15,,,,
Ahmedabad,27-02-15,,,,
Ahmedabad,28-02-15,,,,
Ahmedabad,01-03-15,61.12,,,
Ahmedabad,02-03-15,60.78,,189,Moderate
Ahmedabad,03-03-15,91.83,,408,Severe
Ahmedabad,04-03-15,93.88,,383,Very Poor
Ahmedabad,05-03-15,173.01,,780,Severe
Ahmedabad,06-03-15,,,,
Ahmedabad,07-03-15,105.45,,,
Ahmedabad,08-03-15,71.56,,190,Moderate
Ahmedabad,09-03-15,119.8,,233,Poor
Ahmedabad,10-03-15,106.71,,297,Poor
Ahmedabad,11-03-15,118.49,,330,Very Poor
Ahmedabad,12-03-15,106.01,,252,Poor
Ahmedabad,13-03-15,97.34,,244,Poor
Ahmedabad,14-03-15,83.92,,234,Poor
Ahmedabad,15-03-15,49.51,,219,Poor
Ahmedabad,16-03-15,30.76,,118,Moderate
Ahmedabad,17-03-15,50.29,,231,Poor
Ahmedabad,18-03-15,57.69,,286,Poor
Ahmedabad,19-03-15,105.06,,883,Severe
Ahmedabad,20-03-15,94.1,,720,Severe
Ahmedabad,21-03-15,111.89,,570,Severe
Ahmedabad,22-03-15,108.59,,589,Severe
Ahmedabad,23-03-15,130.76,,818,Severe
Ahmedabad,24-03-15,143.55,,737,Severe
Ahmedabad,25-03-15,165.07,,585,Severe
Ahmedabad,26-03-15,166.85,,616,Severe
Ahmedabad,27-03-15,147.38,,437,Severe
Ahmedabad,28-03-15,158.25,,321,Very Poor
Ahmedabad,29-03-15,237.76,,372,Very Poor
Ahmedabad,30-03-15,133.37,,339,Very Poor
Ahmedabad,31-03-15,133.3,,339,Very Poor
Ahmedabad,01-04-15,96.04,,324,Very Poor
Ahmedabad,02-04-15,77.69,,222,Poor
Ahmedabad,03-04-15,53.07,,169,Moderate
Ahmedabad,04-04-15,63.11,,220,Poor
Ahmedabad,05-04-15,156.76,,,
Ahmedabad,06-04-15,120.96,,303,Very Poor
Ahmedabad,07-04-15,138.63,,314,Very Poor
Ahmedabad,08-04-15,144.36,,378,Very Poor
Ahmedabad,09-04-15,85.03,,415,Severe
Ahmedabad,10-04-15,134.6,,,
Ahmedabad,11-04-15,61.06,,126,Moderate
Ahmedabad,12-04-15,39.42,,175,Moderate
Ahmedabad,13-04-15,111.86,,226,Poor
Ahmedabad,14-04-15,58.37,,244,Poor
Ahmedabad,15-04-15,95.37,,315,Very Poor
Ahmedabad,16-04-15,141.3,,678,Severe
Ahmedabad,17-04-15,106.68,,774,Severe
Ahmedabad,18-04-15,109.48,,285,Poor
Ahmedabad,19-04-15,126.04,,321,Very Poor
Ahmedabad,20-04-15,71.22,,358,Very Poor
Ahmedabad,21-04-15,97.87,,357,Very Poor
Ahmedabad,22-04-15,63.38,,189,Moderate
Ahmedabad,23-04-15,75.29,,,
Ahmedabad,24-04-15,80.9,,214,Poor
Ahmedabad,25-04-15,103.29,,253,Poor
Ahmedabad,26-04-15,107.5,,239,Poor
Ahmedabad,27-04-15,161.14,,,
Ahmedabad,28-04-15,102.58,,,
Ahmedabad,29-04-15,138.42,,300,Poor
Ahmedabad,30-04-15,129.04,,317,Very Poor
Ahmedabad,01-05-15,96.65,,240,Poor
Ahmedabad,02-05-15,126.77,,344,Very Poor
Ahmedabad,03-05-15,106.15,,503,Severe
Ahmedabad,04-05-15,86.31,,308,Very Poor
Ahmedabad,05-05-15,83.99,,227,Poor
Ahmedabad,06-05-15,65.11,,120,Moderate
Ahmedabad,07-05-15,51.03,,158,Moderate
Ahmedabad,08-05-15,38.73,,177,Moderate
Ahmedabad,09-05-15,61.12,,201,Poor
Ahmedabad,10-05-15,58.44,,211,Poor
Ahmedabad,11-05-15,61.49,,221,Poor
Ahmedabad,12-05-15,65.39,,233,Poor
Ahmedabad,13-05-15,100.92,,481,Severe
Ahmedabad,14-05-15,97.48,,352,Very Poor
Ahmedabad,15-05-15,129.27,,327,Very Poor
Ahmedabad,16-05-15,129.58,,577,Severe
Ahmedabad,17-05-15,100.57,,411,Severe
Ahmedabad,18-05-15,130.34,,212,Poor
Ahmedabad,19-05-15,53.24,,280,Poor
Ahmedabad,20-05-15,42,,162,Moderate
Ahmedabad,21-05-15,50.1,,,
Ahmedabad,22-05-15,83.69,,569,Severe
Ahmedabad,23-05-15,38.88,,128,Moderate
Ahmedabad,24-05-15,46.89,,129,Moderate
Ahmedabad,25-05-15,70.96,,152,Moderate
Ahmedabad,26-05-15,53.66,,176,Moderate
Ahmedabad,27-05-15,45.49,,167,Moderate
Ahmedabad,28-05-15,60.86,,106,Moderate
Ahmedabad,29-05-15,51.93,,231,Poor
Ahmedabad,30-05-15,77.87,,327,Very Poor
Ahmedabad,31-05-15,57.59,,174,Moderate
Ahmedabad,01-06-15,77.22,,185,Moderate
Ahmedabad,02-06-15,45.29,,179,Moderate
Ahmedabad,03-06-15,103.78,,211,Poor
Ahmedabad,04-06-15,25.14,,192,Moderate
Ahmedabad,05-06-15,87.03,,310,Very Poor
Ahmedabad,06-06-15,89.6,,223,Poor
Ahmedabad,07-06-15,80.69,,192,Moderate
Ahmedabad,08-06-15,44.75,,191,Moderate
Ahmedabad,09-06-15,38.11,,184,Moderate
Ahmedabad,10-06-15,45.5,,220,Poor
Ahmedabad,11-06-15,36.98,,215,Poor
Ahmedabad,12-06-15,43.58,,226,Poor
Ahmedabad,13-06-15,45.49,,251,Poor
Ahmedabad,14-06-15,38.06,,216,Poor
Ahmedabad,15-06-15,45.41,,237,Poor
Ahmedabad,16-06-15,37.71,,198,Moderate
Ahmedabad,17-06-15,32.37,,195,Moderate
Ahmedabad,18-06-15,34.74,,187,Moderate
Ahmedabad,19-06-15,32.56,,181,Moderate
Ahmedabad,20-06-15,29.28,,179,Moderate
Ahmedabad,21-06-15,20.46,,188,Moderate
Ahmedabad,22-06-15,26.07,,190,Moderate
Ahmedabad,23-06-15,21.43,,185,Moderate
Ahmedabad,24-06-15,11.91,,189,Moderate
Ahmedabad,25-06-15,57.75,,196,Moderate
Ahmedabad,26-06-15,66.39,,201,Poor
Ahmedabad,27-06-15,62.61,,231,Poor
Ahmedabad,28-06-15,47.5,,196,Moderate
Ahmedabad,29-06-15,111.8,,220,Poor
Ahmedabad,30-06-15,30,,244,Poor
Ahmedabad,01-07-15,4.66,,223,Poor
Ahmedabad,02-07-15,48.72,,230,Poor
Ahmedabad,03-07-15,49.7,,243,Poor
Ahmedabad,04-07-15,48.1,,215,Poor
Ahmedabad,05-07-15,47.43,,199,Moderate
Ahmedabad,06-07-15,51.74,,200,Moderate
Ahmedabad,07-07-15,42.68,,226,Poor
Ahmedabad,08-07-15,38.45,,241,Poor
Ahmedabad,09-07-15,46.69,,222,Poor
Ahmedabad,10-07-15,55.27,,223,Poor
Ahmedabad,11-07-15,149.03,,248,Poor
Ahmedabad,12-07-15,86.57,,300,Poor
Ahmedabad,13-07-15,111.77,,232,Poor
Ahmedabad,14-07-15,151.4,,330,Very Poor
Ahmedabad,15-07-15,51.35,,223,Poor
Ahmedabad,16-07-15,65.37,,105,Moderate
Ahmedabad,17-07-15,56.28,,101,Moderate
Ahmedabad,18-07-15,48.17,,93,Satisfactory
Ahmedabad,19-07-15,33.56,,67,Satisfactory
Ahmedabad,20-07-15,31.3,,60,Satisfactory
Ahmedabad,21-07-15,48.12,,,
Ahmedabad,22-07-15,57.11,,90,Satisfactory
Ahmedabad,23-07-15,34.72,,78,Satisfactory
Ahmedabad,24-07-15,29.22,,48,Good
Ahmedabad,25-07-15,29.79,,53,Satisfactory
Ahmedabad,26-07-15,59.95,,91,Satisfactory
Ahmedabad,27-07-15,19.2,,70,Satisfactory
Ahmedabad,28-07-15,19.52,,157,Moderate
Ahmedabad,29-07-15,35.16,,158,Moderate
Ahmedabad,30-07-15,33.03,,169,Moderate
Ahmedabad,31-07-15,40.95,,174,Moderate
Ahmedabad,01-08-15,40.29,,173,Moderate
Ahmedabad,02-08-15,41.16,,172,Moderate
Ahmedabad,03-08-15,36.12,,190,Moderate
Ahmedabad,04-08-15,28.51,,171,Moderate
Ahmedabad,05-08-15,31.59,,168,Moderate
Ahmedabad,06-08-15,42.56,,172,Moderate
Ahmedabad,07-08-15,48.12,,173,Moderate
Ahmedabad,08-08-15,37.09,,175,Moderate
Ahmedabad,09-08-15,33.4,,179,Moderate
Ahmedabad,10-08-15,38.64,,174,Moderate
Ahmedabad,11-08-15,40.49,,176,Moderate
Ahmedabad,12-08-15,41.37,,179,Moderate
Ahmedabad,13-08-15,44.56,,175,Moderate
Ahmedabad,14-08-15,65.68,,177,Moderate
Ahmedabad,15-08-15,33.34,,175,Moderate
Ahmedabad,16-08-15,39.17,,174,Moderate
Ahmedabad,17-08-15,34,,179,Moderate
Ahmedabad,18-08-15,36.38,,177,Moderate
Ahmedabad,19-08-15,38.35,,180,Moderate
Ahmedabad,20-08-15,38.5,,274,Poor
Ahmedabad,21-08-15,39.61,,310,Very Poor
Ahmedabad,22-08-15,61.79,,303,Very Poor
Ahmedabad,23-08-15,43.22,,302,Very Poor
Ahmedabad,24-08-15,33.41,,302,Very Poor
Ahmedabad,25-08-15,36.9,,302,Very Poor
Ahmedabad,26-08-15,36.36,,302,Very Poor
Ahmedabad,27-08-15,32.64,,302,Very Poor
Ahmedabad,28-08-15,38.23,,302,Very Poor
Ahmedabad,29-08-15,39.86,,301,Very Poor
Ahmedabad,30-08-15,72.74,,302,Very Poor
Ahmedabad,31-08-15,43.2,,302,Very Poor
Ahmedabad,01-09-15,63.2,,302,Very Poor
Ahmedabad,02-09-15,64.73,,302,Very Poor
Ahmedabad,03-09-15,65.28,,301,Very Poor
Ahmedabad,04-09-15,67.86,,302,Very Poor
Ahmedabad,05-09-15,52.4,,301,Very Poor
Ahmedabad,06-09-15,33.33,,302,Very Poor
Ahmedabad,07-09-15,29.52,,301,Very Poor
Ahmedabad,08-09-15,15.53,,301,Very Poor
Ahmedabad,09-09-15,57.51,,,
Ahmedabad,10-09-15,50.24,,226,Poor
Ahmedabad,11-09-15,61.77,,276,Poor
Ahmedabad,12-09-15,46.93,,209,Poor
Ahmedabad,13-09-15,43.01,,179,Moderate
Ahmedabad,14-09-15,42.06,,197,Moderate
Ahmedabad,15-09-15,44.94,,229,Poor
Ahmedabad,16-09-15,29.58,,170,Moderate
Ahmedabad,17-09-15,32.15,,164,Moderate
Ahmedabad,18-09-15,36.33,,195,Moderate
Ahmedabad,19-09-15,24.46,,220,Poor
Ahmedabad,20-09-15,,,,
Ahmedabad,21-09-15,27.08,,,
Ahmedabad,22-09-15,59.29,,217,Poor
Ahmedabad,23-09-15,65.32,,254,Poor
Ahmedabad,24-09-15,47.39,,241,Poor
Ahmedabad,25-09-15,43.88,,244,Poor
Ahmedabad,26-09-15,28.35,,243,Poor
Ahmedabad,27-09-15,3.59,,244,Poor
Ahmedabad,28-09-15,3.04,,327,Very Poor
Ahmedabad,29-09-15,19.14,,390,Very Poor
Ahmedabad,30-09-15,69.12,,231,Poor
Ahmedabad,01-10-15,76.41,,396,Very Poor
Ahmedabad,02-10-15,102.49,,731,Severe
Ahmedabad,03-10-15,127.94,,466,Severe
Ahmedabad,04-10-15,87.18,,230,Poor
Ahmedabad,05-10-15,99.73,,309,Very Poor
Ahmedabad,06-10-15,84.15,,519,Severe
Ahmedabad,07-10-15,92.12,,397,Very Poor
Ahmedabad,08-10-15,94.02,,517,Severe
Ahmedabad,09-10-15,150.27,,653,Severe
Ahmedabad,10-10-15,118.91,,355,Very Poor
Ahmedabad,11-10-15,91.41,,227,Poor
Ahmedabad,12-10-15,95.9,,316,Very Poor
Ahmedabad,13-10-15,137.87,,536,Severe
Ahmedabad,14-10-15,90.71,,370,Very Poor
Ahmedabad,15-10-15,108.68,,551,Severe
Ahmedabad,16-10-15,98.79,,393,Very Poor
Ahmedabad,17-10-15,145.75,,671,Severe
Ahmedabad,18-10-15,179.43,,969,Severe
Ahmedabad,19-10-15,170.52,,471,Severe
Ahmedabad,20-10-15,203.4,,529,Severe
Ahmedabad,21-10-15,92.71,,,
Ahmedabad,22-10-15,64.66,,213,Poor
Ahmedabad,23-10-15,78.14,,297,Poor
Ahmedabad,24-10-15,100.17,,605,Severe
Ahmedabad,25-10-15,147.35,,691,Severe
Ahmedabad,26-10-15,206.89,,971,Severe
Ahmedabad,27-10-15,114.84,,,
Ahmedabad,28-10-15,89.64,,270,Poor
Ahmedabad,29-10-15,51.72,,188,Moderate
Ahmedabad,30-10-15,54.59,,114,Moderate
Ahmedabad,31-10-15,46.5,,143,Moderate
Ahmedabad,01-11-15,,,,
Ahmedabad,02-11-15,122.54,,,
Ahmedabad,03-11-15,147.18,,557,Severe
Ahmedabad,04-11-15,214.67,,,
Ahmedabad,05-11-15,207.13,,536,Severe
Ahmedabad,06-11-15,191.01,,354,Very Poor
Ahmedabad,07-11-15,192.35,,381,Very Poor
Ahmedabad,08-11-15,127.64,,355,Very Poor
Ahmedabad,09-11-15,,,,
Ahmedabad,10-11-15,,,,
Ahmedabad,11-11-15,,,,
Ahmedabad,12-11-15,,,,
Ahmedabad,13-11-15,,,,
Ahmedabad,14-11-15,,,,
Ahmedabad,15-11-15,,,,
Ahmedabad,16-11-15,,,,
Ahmedabad,17-11-15,,,,
Ahmedabad,18-11-15,,,,
Ahmedabad,19-11-15,,,,
Ahmedabad,20-11-15,,,,
Ahmedabad,21-11-15,,,,
Ahmedabad,22-11-15,,,,
Ahmedabad,23-11-15,,,,
Ahmedabad,24-11-15,,,,
Ahmedabad,25-11-15,,,,
Ahmedabad,26-11-15,,,,
Ahmedabad,27-11-15,,,,
Ahmedabad,28-11-15,,,,
Ahmedabad,29-11-15,,,,
Ahmedabad,30-11-15,,,,
Ahmedabad,01-12-15,,,,
Ahmedabad,02-12-15,,,,
Ahmedabad,03-12-15,,,,
Ahmedabad,04-12-15,,,,
Ahmedabad,05-12-15,,,,
Ahmedabad,06-12-15,,,,
Ahmedabad,07-12-15,,,,
Ahmedabad,08-12-15,,,,
Ahmedabad,09-12-15,,,,
Ahmedabad,10-12-15,,,,
Ahmedabad,11-12-15,,,,
Ahmedabad,12-12-15,,,,
Ahmedabad,13-12-15,,,,
Ahmedabad,14-12-15,,,,
Ahmedabad,15-12-15,,,,
Ahmedabad,16-12-15,,,,
Ahmedabad,17-12-15,,,,
Ahmedabad,18-12-15,,,,
Ahmedabad,19-12-15,,,,
Ahmedabad,20-12-15,,,,
Ahmedabad,21-12-15,,,,
Ahmedabad,22-12-15,,,,
Ahmedabad,23-12-15,,,,
Ahmedabad,24-12-15,,,,
Ahmedabad,25-12-15,,,,
Ahmedabad,26-12-15,,,,
Ahmedabad,27-12-15,,,,
Ahmedabad,28-12-15,,,,
Ahmedabad,29-12-15,,,,
Ahmedabad,30-12-15,,,,
Ahmedabad,31-12-15,,,,
Ahmedabad,01-01-16,,,,
Ahmedabad,02-01-16,,,,
Ahmedabad,03-01-16,,,,
Ahmedabad,04-01-16,,,,
Ahmedabad,05-01-16,,,,
Ahmedabad,06-01-16,,,,
Ahmedabad,07-01-16,,,,
Ahmedabad,08-01-16,,,,
Ahmedabad,09-01-16,,,,
Ahmedabad,10-01-16,,,,
Ahmedabad,11-01-16,,,,
Ahmedabad,12-01-16,,,,
Ahmedabad,13-01-16,,,,
Ahmedabad,14-01-16,,,,
Ahmedabad,15-01-16,,,,
Ahmedabad,16-01-16,,,,
Ahmedabad,17-01-16,,,,
Ahmedabad,18-01-16,,,,
Ahmedabad,19-01-16,,,,
Ahmedabad,20-01-16,,,,
Ahmedabad,21-01-16,,,,
Ahmedabad,22-01-16,,,,
Ahmedabad,23-01-16,,,,
Ahmedabad,24-01-16,,,,
Ahmedabad,25-01-16,,,,
Ahmedabad,26-01-16,,,,
Ahmedabad,27-01-16,,,,
Ahmedabad,28-01-16,,,,
Ahmedabad,29-01-16,,,,
Ahmedabad,30-01-16,,,,
Ahmedabad,31-01-16,,,,
Ahmedabad,01-02-16,,,,
Ahmedabad,02-02-16,,,,
Ahmedabad,03-02-16,,,,
Ahmedabad,04-02-16,,,,
Ahmedabad,05-02-16,,,,
Ahmedabad,06-02-16,,,,
Ahmedabad,07-02-16,,,,
Ahmedabad,08-02-16,,,,
Ahmedabad,09-02-16,,,,
Ahmedabad,10-02-16,,,,
Ahmedabad,11-02-16,,,,
Ahmedabad,12-02-16,,,,
Ahmedabad,13-02-16,,,,
Ahmedabad,14-02-16,,,,
Ahmedabad,15-02-16,,,,
Ahmedabad,16-02-16,,,,
Ahmedabad,17-02-16,,,,
Ahmedabad,18-02-16,,,,
Ahmedabad,19-02-16,,,,
Ahmedabad,20-02-16,,,,
Ahmedabad,21-02-16,,,,
Ahmedabad,22-02-16,,,,
Ahmedabad,23-02-16,,,,
Ahmedabad,24-02-16,,,,
Ahmedabad,25-02-16,,,,
Ahmedabad,26-02-16,,,,
Ahmedabad,27-02-16,,,,
Ahmedabad,28-02-16,,,,
Ahmedabad,29-02-16,,,,
Ahmedabad,01-03-16,,,,
Ahmedabad,02-03-16,,,,
Ahmedabad,03-03-16,,,,
Ahmedabad,04-03-16,,,,
Ahmedabad,05-03-16,,,,
Ahmedabad,06-03-16,,,,
Ahmedabad,07-03-16,,,,
Ahmedabad,08-03-16,,,,
Ahmedabad,09-03-16,,,,
Ahmedabad,10-03-16,,,,
Ahmedabad,11-03-16,,,,
Ahmedabad,12-03-16,,,,
Ahmedabad,13-03-16,,,,
Ahmedabad,14-03-16,,,,
Ahmedabad,15-03-16,,,,
Ahmedabad,16-03-16,,,,
Ahmedabad,17-03-16,,,,
Ahmedabad,18-03-16,,,,
Ahmedabad,19-03-16,,,,
Ahmedabad,20-03-16,,,,
Ahmedabad,21-03-16,,,,
Ahmedabad,22-03-16,,,,
Ahmedabad,23-03-16,,,,
Ahmedabad,24-03-16,,,,
Ahmedabad,25-03-16,,,,
Ahmedabad,26-03-16,,,,
Ahmedabad,27-03-16,,,,
Ahmedabad,28-03-16,,,,
Ahmedabad,29-03-16,,,,
Ahmedabad,30-03-16,,,,
Ahmedabad,31-03-16,,,,
Ahmedabad,01-04-16,,,,
Ahmedabad,02-04-16,,,,
Ahmedabad,03-04-16,,,,
Ahmedabad,04-04-16,,,,
Ahmedabad,05-04-16,,,,
Ahmedabad,06-04-16,,,,
Ahmedabad,07-04-16,,,,
Ahmedabad,08-04-16,,,,
Ahmedabad,09-04-16,,,,
Ahmedabad,10-04-16,,,,
Ahmedabad,11-04-16,,,,
Ahmedabad,12-04-16,,,,
Ahmedabad,13-04-16,,,,
Ahmedabad,14-04-16,,,,
Ahmedabad,15-04-16,,,,
Ahmedabad,16-04-16,,,,
Ahmedabad,17-04-16,,,,
Ahmedabad,18-04-16,,,,
Ahmedabad,19-04-16,,,,
Ahmedabad,20-04-16,,,,
Ahmedabad,21-04-16,,,,
Ahmedabad,22-04-16,,,,
Ahmedabad,23-04-16,,,,
Ahmedabad,24-04-16,,,,
Ahmedabad,25-04-16,,,,
Ahmedabad,26-04-16,,,,
Ahmedabad,27-04-16,,,,
Ahmedabad,28-04-16,,,,
Ahmedabad,29-04-16,,,,
Ahmedabad,30-04-16,,,,
Ahmedabad,01-05-16,,,,
Ahmedabad,02-05-16,,,,
Ahmedabad,03-05-16,,,,
Ahmedabad,04-05-16,,,,
Ahmedabad,05-05-16,,,,
Ahmedabad,06-05-16,,,,
Ahmedabad,07-05-16,,,,
Ahmedabad,08-05-16,,,,
Ahmedabad,09-05-16,,,,
Ahmedabad,10-05-16,,,,
Ahmedabad,11-05-16,,,,
Ahmedabad,12-05-16,,,,
Ahmedabad,13-05-16,,,,
Ahmedabad,14-05-16,,,,
Ahmedabad,15-05-16,,,,
Ahmedabad,16-05-16,,,,
Ahmedabad,17-05-16,,,,
Ahmedabad,18-05-16,,,,
Ahmedabad,19-05-16,,,,
Ahmedabad,20-05-16,,,,
Ahmedabad,21-05-16,,,,
Ahmedabad,22-05-16,,,,
Ahmedabad,23-05-16,,,,
Ahmedabad,24-05-16,,,,
Ahmedabad,25-05-16,,,,
Ahmedabad,26-05-16,,,,
Ahmedabad,27-05-16,,,,
Ahmedabad,28-05-16,,,,
Ahmedabad,29-05-16,,,,
Ahmedabad,30-05-16,,,,
Ahmedabad,31-05-16,,,,
Ahmedabad,01-06-16,,,,
Ahmedabad,02-06-16,,,,
Ahmedabad,03-06-16,,,,
Ahmedabad,04-06-16,,,,
Ahmedabad,05-06-16,,,,
Ahmedabad,06-06-16,,,,
Ahmedabad,07-06-16,,,,
Ahmedabad,08-06-16,,,,
Ahmedabad,09-06-16,,,,
Ahmedabad,10-06-16,,,,
Ahmedabad,11-06-16,,,,
Ahmedabad,12-06-16,,,,
Ahmedabad,13-06-16,,,,
Ahmedabad,14-06-16,,,,
Ahmedabad,15-06-16,,,,
Ahmedabad,16-06-16,,,,
Ahmedabad,17-06-16,,,,
Ahmedabad,18-06-16,,,,
Ahmedabad,19-06-16,,,,
Ahmedabad,20-06-16,,,,
Ahmedabad,21-06-16,,,,
Ahmedabad,22-06-16,,,,
Ahmedabad,23-06-16,,,,
Ahmedabad,24-06-16,,,,
Ahmedabad,25-06-16,,,,
Ahmedabad,26-06-16,,,,
Ahmedabad,27-06-16,33.02,,,
Ahmedabad,28-06-16,27.29,,272,Poor
Ahmedabad,29-06-16,41.43,,253,Poor
Ahmedabad,30-06-16,30.16,,256,Poor
Ahmedabad,01-07-16,29.42,,257,Poor
Ahmedabad,02-07-16,20.87,,213,Poor
Ahmedabad,03-07-16,35.08,,218,Poor
Ahmedabad,04-07-16,40.23,,214,Poor
Ahmedabad,05-07-16,54.25,,207,Poor
Ahmedabad,06-07-16,49.04,,169,Moderate
Ahmedabad,07-07-16,35.87,,,
Ahmedabad,08-07-16,46.3,,,
Ahmedabad,09-07-16,39.15,,,
Ahmedabad,10-07-16,45.3,,,
Ahmedabad,11-07-16,43.61,,,
Ahmedabad,12-07-16,,,,
Ahmedabad,13-07-16,34.89,,,
Ahmedabad,14-07-16,38.13,,1842,Severe
Ahmedabad,15-07-16,36.47,,72,Satisfactory
Ahmedabad,16-07-16,40.9,,91,Satisfactory
Ahmedabad,17-07-16,34.19,,124,Moderate
Ahmedabad,18-07-16,32.92,,145,Moderate
Ahmedabad,19-07-16,41.39,,499,Severe
Ahmedabad,20-07-16,31.71,,557,Severe
Ahmedabad,21-07-16,33.48,,114,Moderate
Ahmedabad,22-07-16,30.8,,148,Moderate
Ahmedabad,23-07-16,30.47,,99,Satisfactory
Ahmedabad,24-07-16,34.64,,117,Moderate
Ahmedabad,25-07-16,43.71,,275,Poor
Ahmedabad,26-07-16,46.52,,183,Moderate
Ahmedabad,27-07-16,36.54,,336,Very Poor
Ahmedabad,28-07-16,36.87,,468,Severe
Ahmedabad,29-07-16,46.19,,776,Severe
Ahmedabad,30-07-16,48.44,,805,Severe
Ahmedabad,31-07-16,40.18,,705,Severe
Ahmedabad,01-08-16,33.5,,740,Severe
Ahmedabad,02-08-16,29.36,,751,Severe
Ahmedabad,03-08-16,44.59,,798,Severe
Ahmedabad,04-08-16,50.65,,494,Severe
Ahmedabad,05-08-16,33.93,,234,Poor
Ahmedabad,06-08-16,,,,
Ahmedabad,07-08-16,43.9,,,
Ahmedabad,08-08-16,93.34,,327,Very Poor
Ahmedabad,09-08-16,38.06,,257,Poor
Ahmedabad,10-08-16,20.19,,300,Poor
Ahmedabad,11-08-16,10.45,,309,Very Poor
Ahmedabad,12-08-16,29.87,,316,Very Poor
Ahmedabad,13-08-16,60.18,,296,Poor
Ahmedabad,14-08-16,85.1,,240,Poor
Ahmedabad,15-08-16,55.55,,220,Poor
Ahmedabad,16-08-16,170.22,,460,Severe
Ahmedabad,17-08-16,35.05,,341,Very Poor
Ahmedabad,18-08-16,37.68,,216,Poor
Ahmedabad,19-08-16,32.78,,174,Moderate
Ahmedabad,20-08-16,53.5,,252,Poor
Ahmedabad,21-08-16,48.24,,283,Poor
Ahmedabad,22-08-16,63.27,,282,Poor
Ahmedabad,23-08-16,40.43,,189,Moderate
Ahmedabad,24-08-16,31.15,,204,Poor
Ahmedabad,25-08-16,33.76,,207,Poor
Ahmedabad,26-08-16,35.95,,218,Poor
Ahmedabad,27-08-16,58.07,,243,Poor
Ahmedabad,28-08-16,46.04,,219,Poor
Ahmedabad,29-08-16,52.27,,247,Poor
Ahmedabad,30-08-16,46.68,,235,Poor
Ahmedabad,31-08-16,44.59,,234,Poor
Ahmedabad,01-09-16,30.81,,217,Poor
Ahmedabad,02-09-16,47.67,,222,Poor
Ahmedabad,03-09-16,35.69,,241,Poor
Ahmedabad,04-09-16,36.44,,225,Poor
Ahmedabad,05-09-16,33.83,,241,Poor
Ahmedabad,06-09-16,34.23,,237,Poor
Ahmedabad,07-09-16,52.15,,251,Poor
Ahmedabad,08-09-16,35.99,,220,Poor
Ahmedabad,09-09-16,37.93,,221,Poor
Ahmedabad,10-09-16,31.94,,226,Poor
Ahmedabad,11-09-16,18.04,,208,Poor
Ahmedabad,12-09-16,27.9,,190,Moderate
Ahmedabad,13-09-16,36.51,,250,Poor
Ahmedabad,14-09-16,55.71,,280,Poor
Ahmedabad,15-09-16,57.01,,306,Very Poor
Ahmedabad,16-09-16,53.94,,249,Poor
Ahmedabad,17-09-16,49.34,,213,Poor
Ahmedabad,18-09-16,,,135,Moderate
Ahmedabad,19-09-16,,,,
