city,date,PM2.5,PM10,AQI,AQI_Bucket
Chennai,05-11-16,66.29,,110,Moderate
Chennai,06-11-16,80.11,,177,Moderate
Chennai,07-11-16,71.86,,133,Moderate
Chennai,08-11-16,80.49,,166,Moderate
Chennai,09-11-16,83.26,,160,Moderate
Chennai,10-11-16,71.16,,165,Moderate
Chennai,11-11-16,76.21,,148,Moderate
Chennai,12-11-16,82.67,,164,Moderate
Chennai,13-11-16,42.54,,117,Moderate
Chennai,14-11-16,29.08,,57,Satisfactory
Chennai,15-11-16,34.55,,49,Good
Chennai,16-11-16,55.67,,81,Satisfactory
Chennai,17-11-16,66.57,,113,Moderate
Chennai,18-11-16,62.58,,109,Moderate
Chennai,19-11-16,71.55,,135,Moderate
Chennai,20-11-16,58.21,,113,Moderate
Chennai,21-11-16,63.87,,110,Moderate
Chennai,22-11-16,83.29,,132,Moderate
Chennai,23-11-16,88.08,,200,Moderate
Chennai,24-11-16,91.49,,199,Moderate
Chennai,25-11-16,93.71,,224,Poor
Chennai,26-11-16,82.55,,195,Moderate
Chennai,27-11-16,101.77,,216,Poor
Chennai,28-11-16,92.41,,216,Poor
Chennai,29-11-16,91.15,,210,Poor
Chennai,30-11-16,94.8,,200,Moderate
Chennai,01-12-16,74.73,,188,Moderate
Chennai,02-12-16,43.52,,97,Satisfactory
Chennai,03-12-16,27.93,,69,Satisfactory
Chennai,04-12-16,45.98,,81,Satisfactory
Chennai,05-12-16,45.48,,68,Satisfactory
Chennai,06-12-16,54.12,,101,Moderate
Chennai,07-12-16,48.91,,78,Satisfactory
Chennai,08-12-16,59.74,,94,Satisfactory
Chennai,09-12-16,80.55,,134,Moderate
Chennai,10-12-16,84.69,,182,Moderate
Chennai,11-12-16,77.14,,175,Moderate
Chennai,12-12-16,51.17,,107,Moderate
Chennai,13-12-16,,,86,Satisfactory
Chennai,14-12-16,,,,
Chennai,15-12-16,,,,
Chennai,16-12-16,,,,
Chennai,17-12-16,,,,
Chennai,18-12-16,,,,
Chennai,19-12-16,,,,
Chennai,20-12-16,,,,
Chennai,21-12-16,,,,
Chennai,22-12-16,,,,
Chennai,23-12-16,,,,
Chennai,24-12-16,,,,
Chennai,25-12-16,,,,
Chennai,26-12-16,,,,
Chennai,27-12-16,,,,
Chennai,28-12-16,,,,
Chennai,29-12-16,,,,
Chennai,30-12-16,63.65,,,
Chennai,31-12-16,84.04,,174,Moderate
Chennai,01-01-17,44.56,,118,Moderate
Chennai,02-01-17,40.9,,64,Satisfactory
Chennai,03-01-17,42.31,,74,Satisfactory
Chennai,04-01-17,41.5,,68,Satisfactory
Chennai,05-01-17,72.86,,104,Moderate
Chennai,06-01-17,82.48,,171,Moderate
Chennai,07-01-17,58.09,,135,Moderate
Chennai,08-01-17,50.17,,110,Moderate
Chennai,09-01-17,44.1,,105,Moderate
Chennai,10-01-17,293.43,,332,Very Poor
Chennai,11-01-17,55.2,,244,Poor
Chennai,12-01-17,169.75,,246,Poor
Chennai,13-01-17,144.02,,360,Very Poor
Chennai,14-01-17,69.97,,146,Moderate
Chennai,15-01-17,55.97,,103,Moderate
Chennai,16-01-17,62.53,,103,Moderate
Chennai,17-01-17,80.76,,137,Moderate
Chennai,18-01-17,55.43,,142,Moderate
Chennai,19-01-17,50.27,,76,Satisfactory
Chennai,20-01-17,64.06,,107,Moderate
Chennai,21-01-17,36.85,,86,Satisfactory
Chennai,22-01-17,57.05,,78,Satisfactory
Chennai,23-01-17,73.27,,117,Moderate
Chennai,24-01-17,56.51,,125,Moderate
Chennai,25-01-17,66.54,,111,Moderate
Chennai,26-01-17,43.6,,104,Moderate
Chennai,27-01-17,36.16,,68,Satisfactory
Chennai,28-01-17,21.64,,44,Good
Chennai,29-01-17,36.77,,51,Satisfactory
Chennai,30-01-17,38.73,,58,Satisfactory
Chennai,31-01-17,100.68,,70,Satisfactory
Chennai,01-02-17,45.13,,130,Moderate
Chennai,02-02-17,52.59,,89,Satisfactory
Chennai,03-02-17,50.38,,81,Satisfactory
Chennai,04-02-17,67.15,,105,Moderate
Chennai,05-02-17,77.17,,149,Moderate
Chennai,06-02-17,72.94,,148,Moderate
Chennai,07-02-17,83.86,,166,Moderate
Chennai,08-02-17,80.59,,183,Moderate
Chennai,09-02-17,91.75,,183,Moderate
Chennai,10-02-17,89,,217,Poor
Chennai,11-02-17,84.05,,186,Moderate
Chennai,12-02-17,56.6,,126,Moderate
Chennai,13-02-17,54.94,,89,Satisfactory
Chennai,14-02-17,45.2,,80,Satisfactory
Chennai,15-02-17,63.51,,95,Satisfactory
Chennai,16-02-17,63.42,,125,Moderate
Chennai,17-02-17,77.03,,141,Moderate
Chennai,18-02-17,71.15,,151,Moderate
Chennai,19-02-17,71.72,,142,Moderate
Chennai,20-02-17,50.86,,116,Moderate
Chennai,21-02-17,51.46,,88,Satisfactory
Chennai,22-02-17,56.59,,92,Satisfactory
Chennai,23-02-17,42.42,,76,Satisfactory
Chennai,24-02-17,45.27,,80,Satisfactory
Chennai,25-02-17,37.91,,69,Satisfactory
Chennai,26-02-17,44.1,,65,Satisfactory
Chennai,27-02-17,59.53,,90,Satisfactory
Chennai,28-02-17,65.96,,108,Moderate
Chennai,01-03-17,82.44,,157,Moderate
Chennai,02-03-17,72.86,,152,Moderate
Chennai,03-03-17,63.96,,123,Moderate
Chennai,04-03-17,40.43,,93,Satisfactory
Chennai,05-03-17,34.07,,52,Satisfactory
Chennai,06-03-17,36.92,,59,Satisfactory
Chennai,07-03-17,36.88,,65,Satisfactory
Chennai,08-03-17,62.57,,78,Satisfactory
Chennai,09-03-17,31.34,,93,Satisfactory
Chennai,10-03-17,227.17,,148,Moderate
Chennai,11-03-17,62.95,,348,Very Poor
Chennai,12-03-17,33.53,,63,Satisfactory
Chennai,13-03-17,23.54,,52,Satisfactory
Chennai,14-03-17,29.17,,43,Good
Chennai,15-03-17,53.27,,80,Satisfactory
Chennai,16-03-17,286.08,,350,Very Poor
Chennai,17-03-17,37.43,,197,Moderate
Chennai,18-03-17,26.43,,87,Satisfactory
Chennai,19-03-17,88.83,,110,Moderate
Chennai,20-03-17,29.53,,109,Moderate
Chennai,21-03-17,25.53,,59,Satisfactory
Chennai,22-03-17,35.25,,57,Satisfactory
Chennai,23-03-17,36.76,,65,Satisfactory
Chennai,24-03-17,52.62,,80,Satisfactory
Chennai,25-03-17,80.48,,137,Moderate
Chennai,26-03-17,74.46,,158,Moderate
Chennai,27-03-17,60.44,,131,Moderate
Chennai,28-03-17,39.11,,86,Satisfactory
Chennai,29-03-17,35.04,,61,Satisfactory
Chennai,30-03-17,37.42,,80,Satisfactory
Chennai,31-03-17,35.34,,57,Satisfactory
Chennai,01-04-17,34.69,,60,Satisfactory
Chennai,02-04-17,37.57,,65,Satisfactory
Chennai,03-04-17,44.33,,71,Satisfactory
Chennai,04-04-17,40.56,,75,Satisfactory
Chennai,05-04-17,48.62,,67,Satisfactory
Chennai,06-04-17,36.85,,80,Satisfactory
Chennai,07-04-17,41.16,,65,Satisfactory
Chennai,08-04-17,61.68,,80,Satisfactory
Chennai,09-04-17,34.28,,89,Satisfactory
Chennai,10-04-17,53.6,,67,Satisfactory
Chennai,11-04-17,67.15,,117,Moderate
Chennai,12-04-17,37.05,,107,Moderate
Chennai,13-04-17,49.49,,83,Satisfactory
Chennai,14-04-17,45.09,,76,Satisfactory
Chennai,15-04-17,61.73,,87,Satisfactory
Chennai,16-04-17,55.89,,106,Moderate
Chennai,17-04-17,72.65,,111,Moderate
Chennai,18-04-17,75.8,,192,Moderate
Chennai,19-04-17,91.14,,125,Moderate
Chennai,20-04-17,68.14,,184,Moderate
Chennai,21-04-17,89,,152,Moderate
Chennai,22-04-17,81.33,,184,Moderate
Chennai,23-04-17,82.7,,210,Poor
Chennai,24-04-17,62.54,,125,Moderate
Chennai,25-04-17,51.38,,96,Satisfactory
Chennai,26-04-17,60.21,,93,Satisfactory
Chennai,27-04-17,59.63,,97,Satisfactory
Chennai,28-04-17,56.7,,104,Moderate
Chennai,29-04-17,61.92,,99,Satisfactory
Chennai,30-04-17,43.89,,101,Moderate
Chennai,01-05-17,40.4,,76,Satisfactory
Chennai,02-05-17,34.05,,64,Satisfactory
Chennai,03-05-17,37.71,,58,Satisfactory
Chennai,04-05-17,43.64,,62,Satisfactory
Chennai,05-05-17,40.54,,76,Satisfactory
Chennai,06-05-17,44.14,,67,Satisfactory
Chennai,07-05-17,38.85,,74,Satisfactory
Chennai,08-05-17,44.08,,72,Satisfactory
Chennai,09-05-17,34.59,,79,Satisfactory
Chennai,10-05-17,47.85,,105,Moderate
Chennai,11-05-17,27,,79,Satisfactory
Chennai,12-05-17,46.29,,67,Satisfactory
Chennai,13-05-17,36.62,,70,Satisfactory
Chennai,14-05-17,60.49,,94,Satisfactory
Chennai,15-05-17,73.27,,165,Moderate
Chennai,16-05-17,64.22,,194,Moderate
Chennai,17-05-17,86.49,,139,Moderate
Chennai,18-05-17,131.2,,262,Poor
Chennai,19-05-17,86.94,,276,Poor
Chennai,20-05-17,63.82,,165,Moderate
Chennai,21-05-17,71.68,,159,Moderate
Chennai,22-05-17,50.12,,113,Moderate
Chennai,23-05-17,86.59,,137,Moderate
Chennai,24-05-17,100.14,,191,Moderate
Chennai,25-05-17,65.53,,231,Poor
Chennai,26-05-17,71.65,,167,Moderate
Chennai,27-05-17,60.4,,144,Moderate
Chennai,28-05-17,46.27,,123,Moderate
Chennai,29-05-17,57.25,,90,Satisfactory
Chennai,30-05-17,43.31,,90,Satisfactory
Chennai,31-05-17,43.14,,80,Satisfactory
Chennai,01-06-17,44.66,,91,Satisfactory
Chennai,02-06-17,56.39,,91,Satisfactory
Chennai,03-06-17,40.58,,102,Moderate
Chennai,04-06-17,41.33,,120,Moderate
Chennai,05-06-17,38.61,,92,Satisfactory
Chennai,06-06-17,41.32,,72,Satisfactory
Chennai,07-06-17,37.63,,95,Satisfactory
Chennai,08-06-17,41.44,,80,Satisfactory
Chennai,09-06-17,41.41,,70,Satisfactory
Chennai,10-06-17,46.32,,77,Satisfactory
Chennai,11-06-17,30.88,,66,Satisfactory
Chennai,12-06-17,35.9,,73,Satisfactory
Chennai,13-06-17,38.33,,60,Satisfactory
Chennai,14-06-17,41.07,,81,Satisfactory
Chennai,15-06-17,48.23,,69,Satisfactory
Chennai,16-06-17,49.47,,82,Satisfactory
Chennai,17-06-17,43.64,,84,Satisfactory
Chennai,18-06-17,38.35,,74,Satisfactory
Chennai,19-06-17,50.48,,71,Satisfactory
Chennai,20-06-17,45.95,,76,Satisfactory
Chennai,21-06-17,51.81,,91,Satisfactory
Chennai,22-06-17,43.94,,77,Satisfactory
Chennai,23-06-17,46.72,,79,Satisfactory
Chennai,24-06-17,51.02,,93,Satisfactory
Chennai,25-06-17,41.41,,75,Satisfactory
Chennai,26-06-17,45.53,,73,Satisfactory
Chennai,27-06-17,47.32,,76,Satisfactory
Chennai,28-06-17,39.61,,71,Satisfactory
Chennai,29-06-17,48.43,,81,Satisfactory
Chennai,30-06-17,94.72,,,
Chennai,01-07-17,56.49,,116,Moderate
Chennai,02-07-17,62.74,,109,Moderate
Chennai,03-07-17,47.17,,92,Satisfactory
Chennai,04-07-17,37.6,,74,Satisfactory
Chennai,05-07-17,46.61,,63,Satisfactory
Chennai,06-07-17,42.38,,77,Satisfactory
Chennai,07-07-17,53.45,,119,Moderate
Chennai,08-07-17,59.81,,94,Satisfactory
Chennai,09-07-17,52.28,,104,Moderate
Chennai,10-07-17,42.48,,76,Satisfactory
Chennai,11-07-17,62.34,,92,Satisfactory
Chennai,12-07-17,28.72,,85,Satisfactory
Chennai,13-07-17,62.64,,96,Satisfactory
Chennai,14-07-17,48.22,,84,Satisfactory
Chennai,15-07-17,63.29,,86,Satisfactory
Chennai,16-07-17,46.96,,99,Satisfactory
Chennai,17-07-17,45.1,,80,Satisfactory
Chennai,18-07-17,37.98,,78,Satisfactory
Chennai,19-07-17,48.24,,73,Satisfactory
Chennai,20-07-17,41.12,,70,Satisfactory
Chennai,21-07-17,86.01,,117,Moderate
Chennai,22-07-17,50.07,,131,Moderate
Chennai,23-07-17,37.84,,77,Satisfactory
Chennai,24-07-17,112.23,,169,Moderate
Chennai,25-07-17,94.7,,203,Poor
Chennai,26-07-17,92.04,,221,Poor
Chennai,27-07-17,51.29,,164,Moderate
Chennai,28-07-17,49.33,,85,Satisfactory
Chennai,29-07-17,40.62,,74,Satisfactory
Chennai,30-07-17,45.56,,81,Satisfactory
Chennai,31-07-17,28.16,,73,Satisfactory
Chennai,01-08-17,74.6,,82,Satisfactory
Chennai,02-08-17,68.25,,144,Moderate
Chennai,03-08-17,29.95,,120,Moderate
Chennai,04-08-17,42.18,,84,Satisfactory
Chennai,05-08-17,30.69,,149,Moderate
Chennai,06-08-17,38.43,,202,Poor
Chennai,07-08-17,39.48,,96,Satisfactory
Chennai,08-08-17,33.9,,96,Satisfactory
Chennai,09-08-17,31.33,,71,Satisfactory
Chennai,10-08-17,27.71,,48,Good
Chennai,11-08-17,46.18,,61,Satisfactory
Chennai,12-08-17,42.11,,82,Satisfactory
Chennai,13-08-17,23.87,,55,Satisfactory
Chennai,14-08-17,52.24,,80,Satisfactory
Chennai,15-08-17,34.61,,86,Satisfactory
Chennai,16-08-17,39.27,,101,Moderate
Chennai,17-08-17,42.01,,99,Satisfactory
Chennai,18-08-17,,,76,Satisfactory
Chennai,19-08-17,,,,
Chennai,20-08-17,,,,
Chennai,21-08-17,34.46,,,
Chennai,22-08-17,29.83,,90,Satisfactory
Chennai,23-08-17,36.03,,86,Satisfactory
Chennai,24-08-17,32.77,,91,Satisfactory
Chennai,25-08-17,56.97,,91,Satisfactory
Chennai,26-08-17,41.58,,81,Satisfactory
Chennai,27-08-17,34.32,,81,Satisfactory
Chennai,28-08-17,79.2,,109,Moderate
Chennai,29-08-17,37.1,,127,Moderate
Chennai,30-08-17,61.29,,92,Satisfactory
Chennai,31-08-17,40.37,,93,Satisfactory
Chennai,01-09-17,37.18,,84,Satisfactory
Chennai,02-09-17,48.82,,86,Satisfactory
Chennai,03-09-17,34.52,,93,Satisfactory
Chennai,04-09-17,39,,82,Satisfactory
Chennai,05-09-17,69.85,,136,Moderate
Chennai,06-09-17,31.96,,104,Moderate
Chennai,07-09-17,27.78,,78,Satisfactory
Chennai,08-09-17,28.24,,82,Satisfactory
Chennai,09-09-17,19.53,,84,Satisfactory
Chennai,10-09-17,18.22,,73,Satisfactory
Chennai,11-09-17,28.14,,64,Satisfactory
Chennai,12-09-17,40.87,,68,Satisfactory
Chennai,13-09-17,33.66,,79,Satisfactory
Chennai,14-09-17,29.41,,73,Satisfactory
Chennai,15-09-17,36.17,,77,Satisfactory
Chennai,16-09-17,36.71,,77,Satisfactory
Chennai,17-09-17,25.13,,77,Satisfactory
Chennai,18-09-17,25.17,,67,Satisfactory
Chennai,19-09-17,32.9,,68,Satisfactory
Chennai,20-09-17,39.01,,67,Satisfactory
Chennai,21-09-17,31.68,,71,Satisfactory
Chennai,22-09-17,49.34,,87,Satisfactory
Chennai,23-09-17,65.67,,98,Satisfactory
Chennai,24-09-17,85.36,,137,Moderate
Chennai,25-09-17,49.27,,156,Moderate
Chennai,26-09-17,69.26,,116,Moderate
Chennai,27-09-17,51.96,,104,Moderate
Chennai,28-09-17,50,,106,Moderate
Chennai,29-09-17,44.9,,81,Satisfactory
Chennai,30-09-17,29.8,,78,Satisfactory
Chennai,01-10-17,25.58,,66,Satisfactory
Chennai,02-10-17,16.59,,62,Satisfactory
Chennai,03-10-17,25.6,,58,Satisfactory
Chennai,04-10-17,20.75,,62,Satisfactory
Chennai,05-10-17,25.51,,78,Satisfactory
Chennai,06-10-17,38.5,,68,Satisfactory
Chennai,07-10-17,40.16,,75,Satisfactory
Chennai,08-10-17,35.37,,75,Satisfactory
Chennai,09-10-17,35.94,,77,Satisfactory
Chennai,10-10-17,52.2,,89,Satisfactory
Chennai,11-10-17,41.34,,94,Satisfactory
Chennai,12-10-17,35.8,,86,Satisfactory
Chennai,13-10-17,44.53,,146,Moderate
Chennai,14-10-17,56.36,,90,Satisfactory
Chennai,15-10-17,37.27,,83,Satisfactory
Chennai,16-10-17,35.62,,77,Satisfactory
Chennai,17-10-17,68.01,,76,Satisfactory
Chennai,18-10-17,193.3,,277,Poor
Chennai,19-10-17,226.74,,431,Severe
Chennai,20-10-17,57.62,,213,Poor
Chennai,21-10-17,30.2,,72,Satisfactory
Chennai,22-10-17,31.17,,70,Satisfactory
Chennai,23-10-17,58.59,,114,Moderate
Chennai,24-10-17,53.74,,115,Moderate
Chennai,25-10-17,36.65,,100,Satisfactory
Chennai,26-10-17,25.9,,68,Satisfactory
Chennai,27-10-17,31.32,,70,Satisfactory
Chennai,28-10-17,53.37,,83,Satisfactory
Chennai,29-10-17,62.08,,113,Moderate
Chennai,30-10-17,19.87,,88,Satisfactory
Chennai,31-10-17,41.87,,75,Satisfactory
Chennai,01-11-17,24.56,,99,Satisfactory
Chennai,02-11-17,27.99,,70,Satisfactory
Chennai,03-11-17,30.02,,62,Satisfactory
Chennai,04-11-17,27.1,,66,Satisfactory
Chennai,05-11-17,24.37,,58,Satisfactory
Chennai,06-11-17,29.63,,68,Satisfactory
Chennai,07-11-17,33.67,,68,Satisfactory
Chennai,08-11-17,37.64,,74,Satisfactory
Chennai,09-11-17,40.88,,70,Satisfactory
Chennai,10-11-17,68.58,,103,Moderate
Chennai,11-11-17,70.8,,146,Moderate
Chennai,12-11-17,81.94,,163,Moderate
Chennai,13-11-17,48.07,,110,Moderate
Chennai,14-11-17,30.57,,91,Satisfactory
Chennai,15-11-17,41.87,,68,Satisfactory
Chennai,16-11-17,45.77,,96,Satisfactory
Chennai,17-11-17,58.96,,108,Moderate
Chennai,18-11-17,24.73,,82,Satisfactory
Chennai,19-11-17,22.81,,62,Satisfactory
Chennai,20-11-17,22.57,,69,Satisfactory
Chennai,21-11-17,18.44,,61,Satisfactory
Chennai,22-11-17,41.9,,64,Satisfactory
Chennai,23-11-17,79.51,,126,Moderate
Chennai,24-11-17,75.6,,158,Moderate
Chennai,25-11-17,90.46,,184,Moderate
Chennai,26-11-17,57.36,,136,Moderate
Chennai,27-11-17,37.83,,87,Satisfactory
Chennai,28-11-17,42.05,,71,Satisfactory
Chennai,29-11-17,38.73,,75,Satisfactory
Chennai,30-11-17,29.62,,69,Satisfactory
Chennai,01-12-17,31.57,,57,Satisfactory
Chennai,02-12-17,50.43,,71,Satisfactory
Chennai,03-12-17,46.63,,90,Satisfactory
Chennai,04-12-17,43.1,,86,Satisfactory
Chennai,05-12-17,34.52,,76,Satisfactory
Chennai,06-12-17,38.1,,70,Satisfactory
Chennai,07-12-17,94.87,,143,Moderate
Chennai,08-12-17,73.06,,175,Moderate
Chennai,09-12-17,77.29,,156,Moderate
Chennai,10-12-17,79.19,,163,Moderate
Chennai,11-12-17,70.02,,153,Moderate
Chennai,12-12-17,59.77,,126,Moderate
Chennai,13-12-17,45.88,,93,Satisfactory
Chennai,14-12-17,46.3,,81,Satisfactory
Chennai,15-12-17,59.7,,95,Satisfactory
Chennai,16-12-17,53.21,,107,Moderate
Chennai,17-12-17,50.08,,102,Moderate
Chennai,18-12-17,47.66,,97,Satisfactory
Chennai,19-12-17,41.07,,91,Satisfactory
Chennai,20-12-17,45.39,,78,Satisfactory
Chennai,21-12-17,52.1,,93,Satisfactory
Chennai,22-12-17,62.7,,109,Moderate
Chennai,23-12-17,38.95,,89,Satisfactory
Chennai,24-12-17,51.21,,83,Satisfactory
Chennai,25-12-17,53.02,,88,Satisfactory
Chennai,26-12-17,79.72,,113,Moderate
Chennai,27-12-17,82.28,,186,Moderate
Chennai,28-12-17,64.49,,148,Moderate
Chennai,29-12-17,52.37,,95,Satisfactory
Chennai,30-12-17,53.72,,108,Moderate
Chennai,31-12-17,48.28,,77,Satisfactory
Chennai,01-01-18,51.16,,89,Satisfactory
Chennai,02-01-18,58.46,,94,Satisfactory
Chennai,03-01-18,56.26,,105,Moderate
Chennai,04-01-18,113.21,,184,Moderate
Chennai,05-01-18,76.77,,176,Moderate
Chennai,06-01-18,76.4,,158,Moderate
Chennai,07-01-18,62.12,,136,Moderate
Chennai,08-01-18,75.69,,124,Moderate
Chennai,09-01-18,55.3,,121,Moderate
Chennai,10-01-18,66.55,,96,Satisfactory
Chennai,11-01-18,79.23,,179,Moderate
Chennai,12-01-18,82.65,,156,Moderate
Chennai,13-01-18,164.37,,258,Poor
Chennai,14-01-18,76.62,,207,Poor
Chennai,15-01-18,68.45,,147,Moderate
Chennai,16-01-18,74.62,,134,Moderate
Chennai,17-01-18,71.04,,161,Moderate
Chennai,18-01-18,67.8,,129,Moderate
Chennai,19-01-18,70.06,,164,Moderate
Chennai,20-01-18,68.89,,140,Moderate
Chennai,21-01-18,85.98,,180,Moderate
Chennai,22-01-18,70.63,,167,Moderate
Chennai,23-01-18,80.58,,149,Moderate
Chennai,24-01-18,80.11,,164,Moderate
Chennai,25-01-18,84.31,,187,Moderate
Chennai,26-01-18,74.03,,172,Moderate
Chennai,27-01-18,79.6,,161,Moderate
Chennai,28-01-18,71.53,,165,Moderate
Chennai,29-01-18,73.21,,155,Moderate
Chennai,30-01-18,68.01,,148,Moderate
Chennai,31-01-18,72.05,,159,Moderate
Chennai,01-02-18,66.15,,135,Moderate
Chennai,02-02-18,78.68,,167,Moderate
Chennai,03-02-18,74.22,,164,Moderate
Chennai,04-02-18,37.64,,123,Moderate
Chennai,05-02-18,38.01,,79,Satisfactory
Chennai,06-02-18,44.18,,94,Satisfactory
Chennai,07-02-18,33.44,,78,Satisfactory
Chennai,08-02-18,34.52,,78,Satisfactory
Chennai,09-02-18,49.07,,107,Moderate
Chennai,10-02-18,50.86,,113,Moderate
Chennai,11-02-18,52.68,,131,Moderate
Chennai,12-02-18,46.07,,88,Satisfactory
Chennai,13-02-18,76.41,,130,Moderate
Chennai,14-02-18,55.38,,138,Moderate
Chennai,15-02-18,63.06,,99,Satisfactory
Chennai,16-02-18,57.82,,119,Moderate
Chennai,17-02-18,55.81,,113,Moderate
Chennai,18-02-18,70.43,,133,Moderate
Chennai,19-02-18,67.83,,150,Moderate
Chennai,20-02-18,63.29,,118,Moderate
Chennai,21-02-18,74.3,,146,Moderate
Chennai,22-02-18,59.12,,118,Moderate
Chennai,23-02-18,50.3,,95,Satisfactory
Chennai,24-02-18,48.95,,88,Satisfactory
Chennai,25-02-18,31.53,,73,Satisfactory
Chennai,26-02-18,48.05,,76,Satisfactory
Chennai,27-02-18,73.78,,117,Moderate
Chennai,28-02-18,95.58,,182,Moderate
Chennai,01-03-18,100.8,,234,Poor
Chennai,02-03-18,52.34,,138,Moderate
Chennai,03-03-18,49.83,,115,Moderate
Chennai,04-03-18,60.18,,113,Moderate
Chennai,05-03-18,43.63,,93,Satisfactory
Chennai,06-03-18,48.43,,83,Satisfactory
Chennai,07-03-18,68.14,,113,Moderate
Chennai,08-03-18,82.38,,174,Moderate
Chennai,09-03-18,61.5,,126,Moderate
Chennai,10-03-18,70.08,,128,Moderate
Chennai,11-03-18,59.66,,128,Moderate
Chennai,12-03-18,93.32,,118,Moderate
Chennai,13-03-18,30.74,,153,Moderate
Chennai,14-03-18,26.74,,74,Satisfactory
Chennai,15-03-18,30.99,,69,Satisfactory
Chennai,16-03-18,26.1,,78,Satisfactory
Chennai,17-03-18,37.93,,81,Satisfactory
Chennai,18-03-18,53.22,,89,Satisfactory
Chennai,19-03-18,50.29,,88,Satisfactory
Chennai,20-03-18,65.17,,108,Moderate
Chennai,21-03-18,56.5,,115,Moderate
Chennai,22-03-18,45.69,,93,Satisfactory
Chennai,23-03-18,56.79,,94,Satisfactory
Chennai,24-03-18,66.3,,127,Moderate
Chennai,25-03-18,51.92,,117,Moderate
Chennai,26-03-18,50.55,,109,Moderate
Chennai,27-03-18,51.77,,109,Moderate
Chennai,28-03-18,26.35,,90,Satisfactory
Chennai,29-03-18,22.93,,70,Satisfactory
Chennai,30-03-18,34.85,,69,Satisfactory
Chennai,31-03-18,39.89,,75,Satisfactory
Chennai,01-04-18,45.25,,86,Satisfactory
Chennai,02-04-18,29.45,,67,Satisfactory
Chennai,03-04-18,27.82,,68,Satisfactory
Chennai,04-04-18,36.15,,71,Satisfactory
Chennai,05-04-18,38.02,,81,Satisfactory
Chennai,06-04-18,38.53,,103,Moderate
Chennai,07-04-18,35.94,,84,Satisfactory
Chennai,08-04-18,24.52,,62,Satisfactory
Chennai,09-04-18,26,,70,Satisfactory
Chennai,10-04-18,36.7,,66,Satisfactory
Chennai,11-04-18,29.62,,66,Satisfactory
Chennai,12-04-18,26.52,,61,Satisfactory
Chennai,13-04-18,43.91,,63,Satisfactory
Chennai,14-04-18,22.23,,61,Satisfactory
Chennai,15-04-18,16.69,,59,Satisfactory
Chennai,16-04-18,21.91,,61,Satisfactory
Chennai,17-04-18,22.75,,62,Satisfactory
Chennai,18-04-18,41.36,,56,Satisfactory
Chennai,19-04-18,27.35,,71,Satisfactory
Chennai,20-04-18,36.7,,65,Satisfactory
Chennai,21-04-18,31.87,,66,Satisfactory
Chennai,22-04-18,31.22,,55,Satisfactory
Chennai,23-04-18,38.58,,65,Satisfactory
Chennai,24-04-18,51.52,,76,Satisfactory
Chennai,25-04-18,41.31,,78,Satisfactory
Chennai,26-04-18,44.01,,89,Satisfactory
Chennai,27-04-18,42.33,,74,Satisfactory
Chennai,28-04-18,29.34,,62,Satisfactory
Chennai,29-04-18,32.08,,59,Satisfactory
Chennai,30-04-18,42.57,,68,Satisfactory
Chennai,01-05-18,50.73,,92,Satisfactory
Chennai,02-05-18,62.94,,112,Moderate
Chennai,03-05-18,52.76,,111,Moderate
Chennai,04-05-18,76.95,,127,Moderate
Chennai,05-05-18,37.39,,128,Moderate
Chennai,06-05-18,39.42,,77,Satisfactory
Chennai,07-05-18,48.75,,75,Satisfactory
Chennai,08-05-18,22.47,,77,Satisfactory
Chennai,09-05-18,15.55,,94,Satisfactory
Chennai,10-05-18,22.62,,80,Satisfactory
Chennai,11-05-18,23.19,,70,Satisfactory
Chennai,12-05-18,20.7,,74,Satisfactory
Chennai,13-05-18,28.08,,77,Satisfactory
Chennai,14-05-18,25.14,,71,Satisfactory
Chennai,15-05-18,27.68,,79,Satisfactory
Chennai,16-05-18,27.85,,81,Satisfactory
Chennai,17-05-18,23.7,,82,Satisfactory
Chennai,18-05-18,48.5,,70,Satisfactory
Chennai,19-05-18,35.46,,81,Satisfactory
Chennai,20-05-18,35.53,,66,Satisfactory
Chennai,21-05-18,42.6,,64,Satisfactory
Chennai,22-05-18,52.89,,82,Satisfactory
Chennai,23-05-18,42.53,,84,Satisfactory
Chennai,24-05-18,40.25,,73,Satisfactory
Chennai,25-05-18,28.46,,64,Satisfactory
Chennai,26-05-18,38.2,,65,Satisfactory
Chennai,27-05-18,51.13,,79,Satisfactory
Chennai,28-05-18,47.54,,77,Satisfactory
Chennai,29-05-18,46.07,,88,Satisfactory
Chennai,30-05-18,44.17,,82,Satisfactory
Chennai,31-05-18,56.1,,85,Satisfactory
Chennai,01-06-18,57.69,,98,Satisfactory
Chennai,02-06-18,64.65,,124,Moderate
Chennai,03-06-18,50.69,,98,Satisfactory
Chennai,04-06-18,52.68,,83,Satisfactory
Chennai,05-06-18,42.26,,86,Satisfactory
Chennai,06-06-18,50.38,,79,Satisfactory
Chennai,07-06-18,34.9,,66,Satisfactory
Chennai,08-06-18,36.28,,71,Satisfactory
Chennai,09-06-18,41.3,,67,Satisfactory
Chennai,10-06-18,33.79,,73,Satisfactory
Chennai,11-06-18,41.09,,73,Satisfactory
Chennai,12-06-18,43.9,,88,Satisfactory
Chennai,13-06-18,45.77,,88,Satisfactory
Chennai,14-06-18,50.27,,91,Satisfactory
